session_id,customer_id,product_id,view_time,added_to_cart,device,time_of_day
206,834,16,291,0,Mobile,Afternoon
207,684,149,296,0,Mobile,Night
208,39,45,108,0,Mobile,Night
209,457,102,190,0,Mobile,Night
210,204,94,270,0,Mobile,Night
211,685,12,213,0,Mobile,Morning
212,421,121,200,1,Desktop,Morning
213,305,27,160,0,Mobile,Night
214,952,0,198,0,Mobile,Night
215,916,170,31,1,Mobile,Morning
216,176,12,263,0,Mobile,Morning
217,797,144,197,0,Desktop,Morning
218,217,158,85,0,Mobile,Morning
219,723,25,127,0,Mobile,Afternoon
220,227,163,288,0,Mobile,Night
221,255,5,182,0,Mobile,Morning
222,306,49,234,0,Mobile,Night
223,705,49,97,0,Mobile,Morning
224,523,142,238,0,Mobile,Morning
225,134,55,7,0,Desktop,Morning
226,580,134,246,0,Mobile,Night
227,890,151,211,1,Desktop,Morning
228,803,154,280,0,Mobile,Morning
229,835,45,171,0,Desktop,Night
230,839,73,197,1,Mobile,Night
231,17,17,97,1,Mobile,Night
232,702,65,256,1,Mobile,Morning
233,389,187,179,0,Mobile,Night
234,885,138,29,0,Mobile,Night
235,361,0,249,0,Mobile,Morning
236,905,50,92,1,Mobile,Night
237,57,90,242,1,Mobile,Morning
238,455,53,39,0,Mobile,Night
239,411,113,53,0,Mobile,Morning
240,907,89,296,0,Mobile,Afternoon
241,21,110,147,1,Desktop,Morning
242,613,179,176,0,Mobile,Morning
243,270,111,228,0,Mobile,Morning
244,377,120,201,0,Mobile,Afternoon
245,255,172,82,1,Mobile,Night
246,822,115,222,0,Desktop,Afternoon
247,373,112,13,0,Desktop,Afternoon
248,702,65,202,1,Mobile,Morning
249,606,184,48,0,Mobile,Night
250,565,58,18,0,Mobile,Morning
251,203,75,33,0,Mobile,Night
252,498,111,214,0,Mobile,Night
253,97,163,151,1,Mobile,Night
254,813,113,132,1,Mobile,Morning
255,487,77,116,1,Mobile,Morning
256,324,81,136,0,Mobile,Night
257,217,70,231,1,Mobile,Morning
258,336,76,177,0,Mobile,Night
259,51,77,292,0,Mobile,Morning
260,642,25,200,0,Mobile,Morning
261,251,199,73,1,Desktop,Morning
262,272,69,13,0,Mobile,Morning
263,334,158,163,1,Desktop,Afternoon
264,851,47,121,1,Mobile,Night
265,837,85,121,1,Mobile,Afternoon
266,487,23,101,0,Mobile,Night
267,457,171,25,0,Desktop,Morning
268,844,35,275,1,Mobile,Afternoon
269,287,38,278,0,Mobile,Night
270,762,83,175,0,Mobile,Morning
271,587,75,31,1,Mobile,Afternoon
272,172,16,299,0,Mobile,Night
273,168,27,108,0,Mobile,Night
274,136,199,200,0,Mobile,Morning
275,4,129,207,0,Mobile,Morning
276,601,122,257,0,Desktop,Afternoon
277,374,139,216,1,Mobile,Morning
278,170,172,24,0,Desktop,Night
279,988,150,230,0,Mobile,Afternoon
280,462,63,178,0,Desktop,Night
281,126,113,218,1,Mobile,Night
282,395,138,33,0,Desktop,Morning
283,599,45,158,0,Mobile,Morning
284,973,47,13,1,Mobile,Night
285,370,101,109,0,Mobile,Night
286,341,168,107,0,Mobile,Night
287,482,19,195,0,Mobile,Night
288,427,69,19,0,Mobile,Afternoon
289,399,56,238,0,Mobile,Afternoon
290,160,149,92,0,Mobile,Afternoon
291,537,58,185,0,Desktop,Night
292,600,71,281,0,Desktop,Afternoon
293,937,52,24,1,Mobile,Afternoon
294,577,15,13,1,Desktop,Night
295,922,49,15,0,Desktop,Afternoon
296,643,142,16,1,Mobile,Night
297,560,103,179,0,Mobile,Night
298,3,70,290,0,Mobile,Morning
299,447,85,219,0,Mobile,Morning
300,557,92,238,0,Mobile,Morning
301,280,160,189,0,Mobile,Night
302,539,37,175,0,Desktop,Morning
303,808,187,259,0,Mobile,Morning
304,678,145,138,0,Mobile,Afternoon
305,768,58,81,0,Mobile,Night
306,120,48,166,0,Mobile,Afternoon
307,670,50,224,0,Desktop,Morning
308,757,97,156,0,Mobile,Afternoon
309,400,183,61,0,Mobile,Morning
310,573,30,99,0,Mobile,Night
311,207,135,137,0,Mobile,Night
312,377,40,160,0,Mobile,Afternoon
313,750,30,120,1,Mobile,Afternoon
314,831,161,287,1,Mobile,Night
315,701,172,276,1,Mobile,Morning
316,638,79,103,1,Desktop,Night
317,498,16,82,1,Mobile,Morning
318,518,104,69,1,Mobile,Night
319,347,195,269,0,Mobile,Afternoon
320,920,54,217,1,Mobile,Night
321,538,61,249,1,Mobile,Afternoon
322,269,186,198,1,Mobile,Morning
323,299,57,232,0,Desktop,Night
324,795,100,23,0,Mobile,Morning
325,67,156,132,0,Mobile,Morning
326,124,131,240,0,Desktop,Night
327,702,85,278,0,Mobile,Night
328,627,10,49,0,Mobile,Morning
329,462,103,211,0,Mobile,Afternoon
330,102,178,76,1,Mobile,Morning
331,788,195,121,0,Desktop,Night
332,971,112,152,0,Mobile,Afternoon
333,612,62,51,0,Mobile,Night
334,114,75,167,0,Mobile,Night
335,467,141,239,0,Desktop,Night
336,302,144,47,0,Mobile,Morning
337,230,169,136,1,Mobile,Afternoon
338,666,55,41,0,Mobile,Morning
339,440,130,67,0,Mobile,Morning
340,57,138,282,0,Desktop,Morning
341,740,121,122,1,Mobile,Night
342,89,198,198,0,Desktop,Morning
343,871,112,58,0,Desktop,Afternoon
344,290,126,10,0,Desktop,Afternoon
345,156,49,36,1,Mobile,Afternoon
346,26,86,185,0,Mobile,Afternoon
347,978,67,34,0,Mobile,Afternoon
348,503,140,31,1,Mobile,Night
349,877,30,152,0,Desktop,Afternoon
350,771,166,73,1,Mobile,Morning
351,124,152,76,0,Mobile,Morning
352,186,130,283,0,Mobile,Afternoon
353,774,180,226,0,Desktop,Afternoon
354,480,166,248,0,Mobile,Afternoon
355,478,128,131,0,Mobile,Afternoon
356,643,104,169,0,Mobile,Night
357,950,161,60,0,Mobile,Morning
358,34,154,260,1,Mobile,Night
359,549,137,119,0,Mobile,Night
360,169,176,111,1,Mobile,Morning
361,167,68,62,0,Mobile,Afternoon
362,204,38,229,0,Mobile,Afternoon
363,119,88,74,0,Mobile,Night
364,972,66,163,0,Mobile,Afternoon
365,449,134,21,0,Mobile,Afternoon
366,548,30,297,0,Mobile,Night
367,818,32,52,1,Mobile,Afternoon
368,675,76,221,0,Mobile,Afternoon
369,862,112,58,0,Mobile,Afternoon
370,486,88,226,0,Mobile,Afternoon
371,798,7,146,0,Desktop,Afternoon
372,825,41,98,0,Mobile,Morning
373,888,133,170,0,Mobile,Afternoon
374,236,8,278,0,Mobile,Afternoon
375,794,67,58,0,Mobile,Night
376,104,113,132,0,Mobile,Night
377,639,6,112,1,Mobile,Afternoon
378,931,121,39,0,Mobile,Afternoon
379,505,12,191,0,Desktop,Night
380,378,39,239,0,Mobile,Morning
381,617,1,144,0,Mobile,Afternoon
382,934,43,206,0,Mobile,Morning
383,110,124,237,0,Mobile,Afternoon
384,670,13,265,1,Mobile,Morning
385,304,62,134,0,Desktop,Afternoon
386,287,138,131,0,Desktop,Morning
387,936,122,118,0,Desktop,Morning
388,928,189,212,0,Mobile,Afternoon
389,570,198,35,1,Mobile,Afternoon
390,35,20,266,1,Mobile,Afternoon
391,157,71,118,0,Mobile,Afternoon
392,176,145,210,1,Mobile,Afternoon
393,864,146,136,0,Mobile,Morning
394,936,80,147,0,Mobile,Morning
395,859,118,56,1,Mobile,Morning
396,793,183,140,0,Desktop,Morning
397,606,101,217,1,Desktop,Night
398,326,199,126,0,Desktop,Morning
399,946,162,293,0,Mobile,Morning
400,793,193,181,1,Mobile,Night
401,8,186,205,1,Desktop,Morning
402,46,62,236,0,Mobile,Night
403,679,129,231,0,Mobile,Night
404,961,173,290,1,Mobile,Afternoon
405,771,35,15,1,Mobile,Afternoon
406,568,44,238,0,Desktop,Afternoon
407,217,140,158,0,Mobile,Afternoon
408,300,116,134,0,Mobile,Night
409,333,193,42,0,Desktop,Afternoon
410,837,139,82,0,Desktop,Afternoon
411,549,170,270,1,Mobile,Afternoon
412,919,64,62,0,Mobile,Afternoon
413,134,87,91,1,Mobile,Night
414,849,5,140,0,Mobile,Night
415,819,84,245,0,Mobile,Morning
416,461,146,261,0,Mobile,Afternoon
417,865,160,200,1,Mobile,Morning
418,765,51,284,0,Mobile,Night
419,495,1,194,0,Mobile,Afternoon
420,959,84,230,0,Mobile,Night
421,849,33,139,0,Mobile,Night
422,547,15,243,0,Mobile,Night
423,666,1,252,1,Mobile,Night
424,708,112,97,0,Mobile,Afternoon
425,671,94,283,0,Mobile,Night
426,418,124,75,1,Desktop,Night
427,445,137,250,1,Mobile,Morning
428,880,104,78,0,Desktop,Night
429,291,80,142,1,Mobile,Morning
430,738,149,250,1,Mobile,Night
431,989,159,131,0,Mobile,Afternoon
432,514,155,123,0,Mobile,Night
433,366,82,179,0,Mobile,Morning
434,308,77,214,0,Mobile,Night
435,368,117,262,1,Mobile,Morning
436,748,173,58,0,Desktop,Night
437,262,79,213,1,Desktop,Afternoon
438,622,160,208,0,Mobile,Afternoon
439,72,44,271,0,Mobile,Morning
440,8,179,187,0,Mobile,Morning
441,304,167,90,0,Desktop,Morning
442,527,127,9,1,Desktop,Night
443,847,108,246,0,Mobile,Afternoon
444,18,50,277,1,Desktop,Morning
445,452,193,263,0,Mobile,Morning
446,573,84,229,0,Mobile,Morning
447,645,50,281,1,Mobile,Morning
448,269,54,137,0,Desktop,Morning
449,6,82,130,0,Mobile,Morning
450,480,46,181,1,Desktop,Afternoon
451,275,149,42,1,Mobile,Night
452,425,35,51,0,Mobile,Night
453,689,133,217,1,Mobile,Morning
454,670,12,138,1,Mobile,Night
455,632,60,136,0,Desktop,Morning
456,593,70,168,0,Mobile,Morning
457,442,15,263,0,Mobile,Morning
458,290,66,113,1,Mobile,Night
459,856,190,90,0,Mobile,Night
460,259,37,284,0,Mobile,Afternoon
461,588,109,163,1,Desktop,Morning
462,538,118,62,1,Mobile,Afternoon
463,638,52,171,0,Mobile,Night
464,339,136,119,0,Mobile,Night
465,258,26,214,0,Mobile,Morning
466,127,15,101,0,Mobile,Morning
467,0,118,178,0,Mobile,Afternoon
468,129,91,98,0,Mobile,Afternoon
469,348,28,8,1,Mobile,Morning
470,3,138,209,0,Mobile,Night
471,618,130,169,1,Mobile,Morning
472,348,74,271,0,Desktop,Afternoon
473,833,0,54,0,Mobile,Afternoon
474,724,66,294,1,Mobile,Morning
475,664,117,121,0,Mobile,Afternoon
476,85,13,216,0,Mobile,Night
477,201,186,218,0,Mobile,Afternoon
478,245,185,236,1,Mobile,Morning
479,540,5,206,0,Mobile,Night
480,100,136,201,0,Mobile,Night
481,931,64,7,1,Desktop,Morning
482,823,156,158,0,Mobile,Night
483,909,11,223,0,Desktop,Night
484,705,56,192,0,Mobile,Night
485,406,98,232,0,Desktop,Morning
486,612,126,32,1,Mobile,Afternoon
487,61,15,200,0,Mobile,Morning
488,211,39,182,0,Mobile,Morning
489,268,196,237,0,Mobile,Morning
490,425,145,269,1,Mobile,Morning
491,557,162,153,0,Mobile,Morning
492,409,22,35,0,Desktop,Night
493,682,51,272,0,Mobile,Morning
494,31,79,23,0,Desktop,Morning
495,874,120,166,0,Mobile,Night
496,965,148,237,0,Mobile,Morning
497,880,34,42,1,Mobile,Morning
498,655,29,257,0,Mobile,Afternoon
499,252,3,40,0,Mobile,Morning
500,159,7,39,1,Mobile,Night
501,840,35,225,0,Mobile,Afternoon
502,693,106,222,1,Desktop,Morning
503,211,91,228,0,Mobile,Night
504,825,61,126,1,Mobile,Night
505,803,150,227,0,Mobile,Morning
506,48,137,286,0,Mobile,Night
507,942,171,263,1,Mobile,Afternoon
508,831,120,160,0,Desktop,Afternoon
509,378,138,126,1,Mobile,Morning
510,460,41,255,0,Mobile,Night
511,602,103,40,1,Mobile,Afternoon
512,140,45,49,0,Desktop,Afternoon
513,454,144,147,0,Mobile,Morning
514,74,144,220,1,Mobile,Night
515,893,77,49,0,Mobile,Night
516,14,60,224,0,Desktop,Morning
517,635,49,20,1,Desktop,Night
518,445,133,234,1,Mobile,Night
519,514,91,42,1,Mobile,Afternoon
520,440,194,26,0,Desktop,Afternoon
521,187,160,130,0,Mobile,Afternoon
522,184,44,181,0,Mobile,Afternoon
523,288,156,232,0,Desktop,Afternoon
524,665,199,129,0,Desktop,Night
525,324,76,251,0,Mobile,Night
526,101,159,123,1,Desktop,Morning
527,224,53,231,0,Mobile,Morning
528,640,3,117,0,Mobile,Night
529,49,111,197,1,Mobile,Morning
530,877,133,155,0,Mobile,Afternoon
531,264,83,184,0,Mobile,Night
532,243,63,292,0,Mobile,Night
533,831,74,254,1,Mobile,Morning
534,449,73,91,0,Mobile,Night
535,84,197,126,0,Mobile,Afternoon
536,127,55,234,0,Mobile,Afternoon
537,568,105,207,0,Mobile,Night
538,716,185,160,1,Mobile,Morning
539,528,65,71,0,Mobile,Night
540,984,138,145,0,Mobile,Morning
541,782,25,193,0,Mobile,Afternoon
542,804,139,92,0,Mobile,Morning
543,206,110,82,1,Mobile,Afternoon
544,687,39,166,0,Mobile,Night
545,218,41,110,0,Mobile,Morning
546,300,161,41,0,Mobile,Afternoon
547,398,35,242,1,Mobile,Night
548,629,88,61,0,Mobile,Morning
549,110,148,61,0,Mobile,Morning
550,15,1,229,0,Mobile,Morning
551,846,143,152,0,Mobile,Morning
552,971,67,145,0,Mobile,Night
553,679,1,137,0,Mobile,Afternoon
554,278,24,242,1,Mobile,Afternoon
555,453,18,229,0,Mobile,Morning
556,719,9,288,0,Mobile,Night
557,328,56,73,0,Mobile,Morning
558,366,175,270,1,Mobile,Night
559,366,129,252,1,Mobile,Morning
560,674,67,298,0,Mobile,Night
561,425,191,278,0,Mobile,Night
562,231,17,199,0,Mobile,Morning
563,591,6,48,0,Mobile,Afternoon
564,984,143,209,0,Mobile,Morning
565,861,120,19,0,Mobile,Afternoon
566,191,76,57,0,Desktop,Night
567,387,45,31,0,Mobile,Night
568,923,88,221,1,Desktop,Afternoon
569,960,192,100,0,Mobile,Morning
570,858,5,14,0,Mobile,Afternoon
571,198,186,114,0,Mobile,Morning
572,169,89,222,0,Desktop,Night
573,57,30,124,0,Mobile,Morning
574,972,84,129,0,Mobile,Night
575,327,73,11,0,Mobile,Night
576,942,60,260,0,Mobile,Afternoon
577,421,38,38,1,Mobile,Afternoon
578,651,41,8,1,Mobile,Night
579,84,20,226,0,Mobile,Afternoon
580,110,31,20,0,Mobile,Afternoon
581,713,131,172,1,Mobile,Afternoon
582,812,22,21,0,Mobile,Morning
583,815,26,235,0,Desktop,Afternoon
584,833,15,100,0,Mobile,Night
585,218,184,172,0,Desktop,Afternoon
586,991,71,60,1,Mobile,Afternoon
587,283,40,11,0,Desktop,Morning
588,801,14,100,0,Mobile,Afternoon
589,370,127,72,1,Mobile,Night
590,717,77,108,1,Mobile,Afternoon
591,242,112,112,0,Mobile,Morning
592,43,54,159,0,Mobile,Morning
593,232,185,268,1,Mobile,Morning
594,316,152,13,1,Mobile,Night
595,554,127,74,1,Mobile,Afternoon
596,156,172,12,0,Desktop,Night
597,615,86,252,0,Desktop,Afternoon
598,817,39,122,1,Mobile,Night
599,444,85,57,0,Mobile,Morning
600,312,100,232,0,Desktop,Night
601,664,91,290,0,Mobile,Afternoon
602,441,20,161,0,Mobile,Morning
603,573,130,102,1,Mobile,Afternoon
604,329,9,240,0,Mobile,Morning
605,726,162,40,0,Mobile,Night
606,817,123,28,0,Mobile,Night
607,0,20,47,0,Mobile,Morning
608,521,79,172,0,Mobile,Morning
609,701,163,117,0,Mobile,Night
610,69,153,54,0,Desktop,Morning
611,116,195,250,0,Mobile,Afternoon
612,974,158,186,0,Mobile,Afternoon
613,99,49,125,0,Mobile,Morning
614,491,99,128,0,Mobile,Afternoon
615,13,54,69,0,Desktop,Morning
616,316,164,125,1,Mobile,Morning
617,156,7,71,0,Desktop,Afternoon
618,518,20,269,1,Mobile,Morning
619,361,41,159,1,Mobile,Morning
620,519,103,255,0,Mobile,Morning
621,774,193,100,1,Mobile,Night
622,644,83,140,0,Desktop,Night
623,956,115,299,0,Mobile,Afternoon
624,97,83,290,0,Mobile,Afternoon
625,970,33,145,0,Desktop,Afternoon
626,714,151,273,0,Mobile,Afternoon
627,633,121,24,1,Mobile,Night
628,914,143,292,1,Mobile,Morning
629,834,85,59,0,Mobile,Afternoon
630,34,96,116,0,Mobile,Morning
631,496,32,122,0,Mobile,Morning
632,269,182,153,0,Mobile,Morning
633,422,199,197,0,Mobile,Morning
634,981,4,106,0,Mobile,Night
635,165,119,262,0,Mobile,Morning
636,753,117,17,1,Mobile,Afternoon
637,122,121,15,1,Desktop,Morning
638,433,26,206,0,Mobile,Morning
639,705,126,226,0,Mobile,Night
640,941,59,64,1,Mobile,Night
641,648,161,159,0,Mobile,Morning
642,966,128,121,1,Desktop,Night
643,189,136,254,0,Mobile,Morning
644,202,67,255,1,Mobile,Morning
645,898,34,100,0,Mobile,Afternoon
646,18,62,230,0,Desktop,Afternoon
647,833,99,137,0,Mobile,Morning
648,926,164,53,1,Mobile,Morning
649,768,108,260,1,Mobile,Afternoon
650,182,0,163,0,Mobile,Afternoon
651,609,19,157,1,Mobile,Morning
652,628,185,292,0,Mobile,Night
653,623,87,193,0,Mobile,Morning
654,159,85,241,0,Mobile,Night
655,633,12,100,1,Mobile,Afternoon
656,450,148,279,1,Mobile,Night
657,28,25,264,0,Mobile,Night
658,174,128,9,1,Mobile,Night
659,539,100,81,0,Mobile,Morning
660,272,37,151,1,Mobile,Afternoon
661,864,132,288,1,Desktop,Night
662,994,164,52,0,Desktop,Afternoon
663,292,187,212,0,Mobile,Afternoon
664,318,182,101,0,Desktop,Morning
665,723,12,270,0,Mobile,Morning
666,278,43,25,0,Mobile,Night
667,480,128,286,0,Mobile,Afternoon
668,571,74,123,1,Mobile,Afternoon
669,720,52,9,0,Mobile,Morning
670,78,186,281,0,Mobile,Afternoon
671,877,69,121,0,Mobile,Afternoon
672,351,117,201,1,Desktop,Morning
673,251,97,152,1,Mobile,Morning
674,776,87,175,0,Mobile,Morning
675,280,33,256,0,Mobile,Morning
676,958,108,122,0,Mobile,Afternoon
677,140,46,250,0,Mobile,Afternoon
678,878,88,286,0,Mobile,Night
679,263,11,244,0,Mobile,Afternoon
680,629,100,140,0,Desktop,Afternoon
681,973,195,235,0,Mobile,Morning
682,77,194,219,0,Mobile,Afternoon
683,216,78,260,0,Mobile,Morning
684,820,70,255,0,Mobile,Night
685,339,116,85,0,Mobile,Morning
686,476,185,238,0,Desktop,Morning
687,386,27,234,1,Mobile,Morning
688,150,109,156,1,Mobile,Morning
689,406,26,79,0,Desktop,Night
690,359,19,208,0,Mobile,Night
691,22,61,13,0,Mobile,Night
692,84,110,55,0,Mobile,Afternoon
693,286,185,164,0,Mobile,Afternoon
694,88,168,39,1,Mobile,Night
695,595,146,78,1,Mobile,Morning
696,112,150,47,0,Mobile,Night
697,316,44,66,1,Mobile,Morning
698,212,41,165,0,Desktop,Night
699,670,59,215,1,Mobile,Night
700,919,44,113,0,Mobile,Night
701,249,36,252,0,Mobile,Night
702,683,173,194,0,Mobile,Night
703,755,70,208,0,Mobile,Night
704,937,110,276,0,Mobile,Night
705,797,141,61,0,Desktop,Morning
706,351,62,251,0,Mobile,Afternoon
707,235,55,63,0,Mobile,Afternoon
708,150,176,226,1,Mobile,Afternoon
709,19,141,238,0,Mobile,Afternoon
710,183,85,215,1,Mobile,Afternoon
711,687,18,89,0,Desktop,Night
712,725,122,124,0,Mobile,Afternoon
713,908,58,118,0,Mobile,Morning
714,272,48,205,0,Mobile,Night
715,636,86,95,0,Desktop,Night
716,176,93,19,1,Mobile,Night
717,674,140,169,0,Mobile,Afternoon
718,370,73,147,1,Mobile,Morning
719,511,166,78,0,Mobile,Night
720,667,7,60,0,Mobile,Morning
721,838,174,42,0,Mobile,Night
